skos_iris,pwc_uris,labels
http://w3id.org/mlso/vocab/ml_task_type/HumanInteractionRecognition,https://paperswithcode.com/task/human-interaction-recognition,Human Interaction Recognition
http://w3id.org/mlso/vocab/ml_task_type/HumanMeshRecovery,https://paperswithcode.com/task/human-mesh-recovery,Human Mesh Recovery
http://w3id.org/mlso/vocab/ml_task_type/HumanParsing,https://paperswithcode.com/task/human-parsing,Human Parsing
http://w3id.org/mlso/vocab/ml_task_type/HumanParsing,https://paperswithcode.com/task/multi-human-parsing,Human Parsing
http://w3id.org/mlso/vocab/ml_task_type/HumanPartSegmentation,https://paperswithcode.com/task/human-part-segmentation,Human Part Segmentation
http://w3id.org/mlso/vocab/ml_task_type/HumanPoseForecasting,https://paperswithcode.com/task/human-pose-forecasting,Human Pose Forecasting
http://w3id.org/mlso/vocab/ml_task_type/Humanactiongeneration,https://paperswithcode.com/task/human-action-generation,Human action generation
http://w3id.org/mlso/vocab/ml_task_type/HumanfMRIresponseprediction,https://paperswithcode.com/task/human-fmri-response-prediction,Human fMRI response prediction
http://w3id.org/mlso/vocab/ml_task_type/HumorDetection,https://paperswithcode.com/task/humor-detection,Humor Detection
http://w3id.org/mlso/vocab/ml_task_type/HurricaneForecasting,https://paperswithcode.com/task/hurricane-forecasting,Hurricane Forecasting
http://w3id.org/mlso/vocab/ml_task_type/HurtfulSentenceCompletion,https://paperswithcode.com/task/hurtful-sentence-completion,Hurtful Sentence Completion
http://w3id.org/mlso/vocab/ml_task_type/Hyper-RelationalExtraction,https://paperswithcode.com/task/hyper-relational-extraction,Hyper-Relational Extraction
http://w3id.org/mlso/vocab/ml_task_type/HypernymDiscovery,https://paperswithcode.com/task/hypernym-discovery,Hypernym Discovery
http://w3id.org/mlso/vocab/ml_task_type/HyperparameterOptimization,https://paperswithcode.com/task/hyperparameter-optimization,Hyperparameter Optimization
http://w3id.org/mlso/vocab/ml_task_type/HyperspectralImageSegmentation,https://paperswithcode.com/task/hyperspectral-image-segmentation,Hyperspectral Image Segmentation
http://w3id.org/mlso/vocab/ml_task_type/HyperspectralImageSuper-Resolution,https://paperswithcode.com/task/hyperspectral-image-super-resolution,Hyperspectral Image Super-Resolution
http://w3id.org/mlso/vocab/ml_task_type/IFCEntityClassification,https://paperswithcode.com/task/ifc-entity-classification,IFC Entity Classification
http://w3id.org/mlso/vocab/ml_task_type/IlokoSpeechRecognition,https://paperswithcode.com/task/iloko-speech-recognition,Iloko Speech Recognition
http://w3id.org/mlso/vocab/ml_task_type/Image-BasedLocalization,https://paperswithcode.com/task/image-based-localization,Image-Based Localization
http://w3id.org/mlso/vocab/ml_task_type/Image-guidedStoryEndingGeneration,https://paperswithcode.com/task/image-guided-story-ending-generation,Image-guided Story Ending Generation
http://w3id.org/mlso/vocab/ml_task_type/Image-textClassification,https://paperswithcode.com/task/image-text-classification,Image-text Classification
http://w3id.org/mlso/vocab/ml_task_type/Image-to-TextRetrieval,https://paperswithcode.com/task/image-to-text-retrieval,Image-to-Text Retrieval
http://w3id.org/mlso/vocab/ml_task_type/Image/DocumentClustering,https://paperswithcode.com/task/imagedocument-clustering,Image/Document Clustering
http://w3id.org/mlso/vocab/ml_task_type/ImageAugmentation,https://paperswithcode.com/task/image-augmentation,Image Augmentation
http://w3id.org/mlso/vocab/ml_task_type/ImageCaptioning,https://paperswithcode.com/task/image-captioning,Image Captioning
http://w3id.org/mlso/vocab/ml_task_type/ImageCategorization,https://paperswithcode.com/task/image-categorization,Image Categorization
http://w3id.org/mlso/vocab/ml_task_type/ImageClustering,https://paperswithcode.com/task/image-clustering,Image Clustering
http://w3id.org/mlso/vocab/ml_task_type/ImageComprehension,https://paperswithcode.com/task/image-comprehension,Image Comprehension
http://w3id.org/mlso/vocab/ml_task_type/ImageCompressedSensing,https://paperswithcode.com/task/image-compressed-sensing,Image Compressed Sensing
http://w3id.org/mlso/vocab/ml_task_type/ImageCompression,https://paperswithcode.com/task/image-compression,Image Compression
http://w3id.org/mlso/vocab/ml_task_type/ImageCropping,https://paperswithcode.com/task/image-cropping,Image Cropping
http://w3id.org/mlso/vocab/ml_task_type/ImageDeblurring,https://paperswithcode.com/task/image-deblurring,Image Deblurring
http://w3id.org/mlso/vocab/ml_task_type/ImageDeconvolution,https://paperswithcode.com/task/image-deconvolution,Image Deconvolution
http://w3id.org/mlso/vocab/ml_task_type/ImageDefocusDeblurring,https://paperswithcode.com/task/image-defocus-deblurring,Image Defocus Deblurring
http://w3id.org/mlso/vocab/ml_task_type/ImageDehazing,https://paperswithcode.com/task/image-dehazing,Image Dehazing
http://w3id.org/mlso/vocab/ml_task_type/ImageDehazing,https://paperswithcode.com/task/nonhomogeneous-image-dehazing,Image Dehazing
http://w3id.org/mlso/vocab/ml_task_type/ImageDehazing,https://paperswithcode.com/task/single-image-dehazing,Image Dehazing
http://w3id.org/mlso/vocab/ml_task_type/ImageHarmonization,https://paperswithcode.com/task/image-harmonization,Image Harmonization
http://w3id.org/mlso/vocab/ml_task_type/ImageManipulation,https://paperswithcode.com/task/image-manipulation,Image Manipulation
http://w3id.org/mlso/vocab/ml_task_type/ImageManipulationDetection,https://paperswithcode.com/task/image-manipulation-detection,Image Manipulation Detection
http://w3id.org/mlso/vocab/ml_task_type/ImageMatching,https://paperswithcode.com/task/image-matching,Image Matching
http://w3id.org/mlso/vocab/ml_task_type/ImageMatting,https://paperswithcode.com/task/image-matting,Image Matting
http://w3id.org/mlso/vocab/ml_task_type/ImageOutpainting,https://paperswithcode.com/task/image-outpainting,Image Outpainting
http://w3id.org/mlso/vocab/ml_task_type/ImageParagraphCaptioning,https://paperswithcode.com/task/image-paragraph-captioning,Image Paragraph Captioning
http://w3id.org/mlso/vocab/ml_task_type/ImageRelighting,https://paperswithcode.com/task/image-relighting,Image Relighting
http://w3id.org/mlso/vocab/ml_task_type/ImageRestoration,https://paperswithcode.com/task/image-restoration,Image Restoration
http://w3id.org/mlso/vocab/ml_task_type/ImageShadowRemoval,https://paperswithcode.com/task/image-shadow-removal,Image Shadow Removal
http://w3id.org/mlso/vocab/ml_task_type/ImageSimilarityDetection,https://paperswithcode.com/task/image-similarity-detection,Image Similarity Detection
http://w3id.org/mlso/vocab/ml_task_type/ImageSimilaritySearch,https://paperswithcode.com/task/image-similarity-search,Image Similarity Search
http://w3id.org/mlso/vocab/ml_task_type/ImageStitching,https://paperswithcode.com/task/image-stitching,Image Stitching
http://w3id.org/mlso/vocab/ml_task_type/ImageSuper-Resolution,https://paperswithcode.com/task/image-super-resolution,Image Super-Resolution
http://w3id.org/mlso/vocab/ml_task_type/ImagetoPointCloudRegistration,https://paperswithcode.com/task/image-to-point-cloud-registration,Image to Point Cloud Registration
http://w3id.org/mlso/vocab/ml_task_type/ImitationLearning,https://paperswithcode.com/task/imitation-learning,Imitation Learning
http://w3id.org/mlso/vocab/ml_task_type/ImplicitDiscourseRelationClassification,https://paperswithcode.com/task/implicit-discourse-relation-classification,Implicit Discourse Relation Classification
http://w3id.org/mlso/vocab/ml_task_type/Imputation,https://paperswithcode.com/task/imputation,Imputation
http://w3id.org/mlso/vocab/ml_task_type/IndoorLocalization,https://paperswithcode.com/task/indoor-localization,Indoor Localization
http://w3id.org/mlso/vocab/ml_task_type/IndoorSceneReconstruction,https://paperswithcode.com/task/indoor-scene-reconstruction,Indoor Scene Reconstruction
http://w3id.org/mlso/vocab/ml_task_type/IndoorSceneSynthesis,https://paperswithcode.com/task/indoor-scene-synthesis,Indoor Scene Synthesis
http://w3id.org/mlso/vocab/ml_task_type/InferenceAttack,https://paperswithcode.com/task/inference-attack,Inference Attack
http://w3id.org/mlso/vocab/ml_task_type/InformationCascadePopularityPrediction,https://paperswithcode.com/task/information-cascade-popularity-prediction,Information Cascade Popularity Prediction
http://w3id.org/mlso/vocab/ml_task_type/InfraredAndVisibleImageFusion,https://paperswithcode.com/task/infrared-and-visible-image-fusion,Infrared And Visible Image Fusion
http://w3id.org/mlso/vocab/ml_task_type/Infraredimagesuper-resolution,https://paperswithcode.com/task/infrared-image-super-resolution,Infrared image super-resolution
http://w3id.org/mlso/vocab/ml_task_type/InstanceSearch,https://paperswithcode.com/task/instance-search,Instance Search
http://w3id.org/mlso/vocab/ml_task_type/InstanceShadowDetection,https://paperswithcode.com/task/instance-shadow-detection,Instance Shadow Detection
http://w3id.org/mlso/vocab/ml_task_type/InstrumentRecognition,https://paperswithcode.com/task/instrument-recognition,Instrument Recognition
http://w3id.org/mlso/vocab/ml_task_type/IntelligentCommunication,https://paperswithcode.com/task/intelligent-communication,Intelligent Communication
http://w3id.org/mlso/vocab/ml_task_type/IntentDetection,https://paperswithcode.com/task/intent-detection,Intent Detection
http://w3id.org/mlso/vocab/ml_task_type/IntentDiscovery,https://paperswithcode.com/task/intent-discovery,Intent Discovery
http://w3id.org/mlso/vocab/ml_task_type/InterestPointDetection,https://paperswithcode.com/task/interest-point-detection,Interest Point Detection
http://w3id.org/mlso/vocab/ml_task_type/IntrinsicImageDecomposition,https://paperswithcode.com/task/intrinsic-image-decomposition,Intrinsic Image Decomposition
http://w3id.org/mlso/vocab/ml_task_type/InverseRendering,https://paperswithcode.com/task/inverse-rendering,Inverse Rendering
http://w3id.org/mlso/vocab/ml_task_type/IrisRecognition,https://paperswithcode.com/task/iris-recognition,Iris Recognition
http://w3id.org/mlso/vocab/ml_task_type/IrisSegmentation,https://paperswithcode.com/task/iris-segmentation,Iris Segmentation
http://w3id.org/mlso/vocab/ml_task_type/IronyIdentification,https://paperswithcode.com/task/irony-identification,Irony Identification
http://w3id.org/mlso/vocab/ml_task_type/IrregularTextRecognition,https://paperswithcode.com/task/irregular-text-recognition,Irregular Text Recognition
http://w3id.org/mlso/vocab/ml_task_type/JPEGArtifactCorrection,https://paperswithcode.com/task/jpeg-artifact-correction,JPEG Artifact Correction
http://w3id.org/mlso/vocab/ml_task_type/JPEGDecompression,https://paperswithcode.com/task/jpeg-decompression,JPEG Decompression
http://w3id.org/mlso/vocab/ml_task_type/JetTagging,https://paperswithcode.com/task/jet-tagging,Jet Tagging
http://w3id.org/mlso/vocab/ml_task_type/JointDemosaicingandDenoising,https://paperswithcode.com/task/joint-demosaicing-and-denoising,Joint Demosaicing and Denoising
http://w3id.org/mlso/vocab/ml_task_type/JointEntityandRelationExtraction,https://paperswithcode.com/task/joint-entity-and-relation-extraction,Joint Entity and Relation Extraction
http://w3id.org/mlso/vocab/ml_task_type/JointEventandTemporalRelationExtraction,https://paperswithcode.com/task/joint-event-and-temporal-relation-extraction,Joint Event and Temporal Relation Extraction
http://w3id.org/mlso/vocab/ml_task_type/JointVertebraeIdentificationAndLocalizationInSpinalCtImages,https://paperswithcode.com/task/joint-vertebrae-identification-and,Joint Vertebrae Identification And Localization In Spinal Ct Images
http://w3id.org/mlso/vocab/ml_task_type/JpegCompressionArtifactReduction,https://paperswithcode.com/task/jpeg-compression-artifact-reduction,Jpeg Compression Artifact Reduction
http://w3id.org/mlso/vocab/ml_task_type/K-complexdetection,https://paperswithcode.com/task/k-complex-detection,K-complex detection
http://w3id.org/mlso/vocab/ml_task_type/KB-to-LanguageGeneration,https://paperswithcode.com/task/kb-to-language-generation,KB-to-Language Generation
http://w3id.org/mlso/vocab/ml_task_type/KG-to-TextGeneration,https://paperswithcode.com/task/kg-to-text,KG-to-Text Generation
http://w3id.org/mlso/vocab/ml_task_type/KeyDetection,https://paperswithcode.com/task/key-detection,Key Detection
http://w3id.org/mlso/vocab/ml_task_type/KeyInformationExtraction,https://paperswithcode.com/task/key-information-extraction,Key Information Extraction
http://w3id.org/mlso/vocab/ml_task_type/KeyPointMatching,https://paperswithcode.com/task/key-point-matching,Key Point Matching
http://w3id.org/mlso/vocab/ml_task_type/KeyphraseExtraction,https://paperswithcode.com/task/keyphrase-extraction,Keyphrase Extraction
http://w3id.org/mlso/vocab/ml_task_type/KeyphraseGeneration,https://paperswithcode.com/task/keyphrase-generation,Keyphrase Generation
http://w3id.org/mlso/vocab/ml_task_type/KeypointDetection,https://paperswithcode.com/task/keypoint-detection,Keypoint Detection
http://w3id.org/mlso/vocab/ml_task_type/KeypointEstimation,https://paperswithcode.com/task/keypoint-estimation,Keypoint Estimation
http://w3id.org/mlso/vocab/ml_task_type/KeywordExtraction,https://paperswithcode.com/task/keyword-extraction,Keyword Extraction
http://w3id.org/mlso/vocab/ml_task_type/KeywordSpotting,https://paperswithcode.com/task/keyword-spotting,Keyword Spotting
http://w3id.org/mlso/vocab/ml_task_type/KeywordSpotting,https://paperswithcode.com/task/keyword-spotting-css,Keyword Spotting
http://w3id.org/mlso/vocab/ml_task_type/KinematicBasedWorkflowRecognition,https://paperswithcode.com/task/kinematic-based-workflow-recognition,Kinematic Based Workflow Recognition
http://w3id.org/mlso/vocab/ml_task_type/KnowledgeBaseCompletion,https://paperswithcode.com/task/knowledge-base-completion,Knowledge Base Completion
http://w3id.org/mlso/vocab/ml_task_type/KnowledgeBasePopulation,https://paperswithcode.com/task/knowledge-base-population,Knowledge Base Population
http://w3id.org/mlso/vocab/ml_task_type/KnowledgeDistillation,https://paperswithcode.com/task/knowledge-distillation,Knowledge Distillation
http://w3id.org/mlso/vocab/ml_task_type/KnowledgeGraphCompletion,https://paperswithcode.com/task/knowledge-graph-completion,Knowledge Graph Completion
http://w3id.org/mlso/vocab/ml_task_type/KnowledgeGraphEmbeddings,https://paperswithcode.com/task/knowledge-graph-embedding,Knowledge Graph Embeddings
http://w3id.org/mlso/vocab/ml_task_type/KnowledgeGraphEmbeddings,https://paperswithcode.com/task/knowledge-graph-embeddings,Knowledge Graph Embeddings
http://w3id.org/mlso/vocab/ml_task_type/KnowledgeGraphEmbeddings,https://paperswithcode.com/task/open-knowledge-graph-embedding,Knowledge Graph Embeddings
http://w3id.org/mlso/vocab/ml_task_type/KnowledgeProbing,https://paperswithcode.com/task/knowledge-probing,Knowledge Probing
http://w3id.org/mlso/vocab/ml_task_type/KnowledgeTracing,https://paperswithcode.com/task/knowledge-tracing,Knowledge Tracing
http://w3id.org/mlso/vocab/ml_task_type/LIDARSemanticSegmentation,https://paperswithcode.com/task/lidar-semantic-segmentation,LIDAR Semantic Segmentation
http://w3id.org/mlso/vocab/ml_task_type/LakeIceMonitoring,https://paperswithcode.com/task/lake-ice-detection,Lake Ice Monitoring
http://w3id.org/mlso/vocab/ml_task_type/Laminar-TurbulentFlowLocalisation,https://paperswithcode.com/task/laminar-turbulent-flow-localisation,Laminar-Turbulent Flow Localisation
http://w3id.org/mlso/vocab/ml_task_type/LandCoverClassification,https://paperswithcode.com/task/land-cover-classification,Land Cover Classification
http://w3id.org/mlso/vocab/ml_task_type/LandmarkRecognition,https://paperswithcode.com/task/landmark-recognition,Landmark Recognition
http://w3id.org/mlso/vocab/ml_task_type/LandmarkTracking,https://paperswithcode.com/task/landmark-tracking,Landmark Tracking
http://w3id.org/mlso/vocab/ml_task_type/Landslidesegmentation,https://paperswithcode.com/task/landslide-segmentation,Landslide segmentation
http://w3id.org/mlso/vocab/ml_task_type/LanguageAcquisition,https://paperswithcode.com/task/language-acquisition,Language Acquisition
http://w3id.org/mlso/vocab/ml_task_type/LanguageIdentification,https://paperswithcode.com/task/language-identification,Language Identification
http://w3id.org/mlso/vocab/ml_task_type/LanguageIdentification,https://paperswithcode.com/task/spoken-language-identification,Language Identification
http://w3id.org/mlso/vocab/ml_task_type/LaySummarization,https://paperswithcode.com/task/lay-summarization,Lay Summarization
http://w3id.org/mlso/vocab/ml_task_type/Layout-to-ImageGeneration,https://paperswithcode.com/task/layout-to-image-generation,Layout-to-Image Generation
http://w3id.org/mlso/vocab/ml_task_type/Learning-To-Rank,https://paperswithcode.com/task/learning-to-rank,Learning-To-Rank
http://w3id.org/mlso/vocab/ml_task_type/LearningSemanticRepresentations,https://paperswithcode.com/task/learning-semantic-representations,Learning Semantic Representations
http://w3id.org/mlso/vocab/ml_task_type/Lemmatization,https://paperswithcode.com/task/lemmatization,Lemmatization
http://w3id.org/mlso/vocab/ml_task_type/LesionDetection,https://paperswithcode.com/task/lesion-detection,Lesion Detection
http://w3id.org/mlso/vocab/ml_task_type/LesionSegmentation,https://paperswithcode.com/task/lesion-segmentation,Lesion Segmentation
http://w3id.org/mlso/vocab/ml_task_type/LexicalAnalysis,https://paperswithcode.com/task/lexical-analysis,Lexical Analysis
http://w3id.org/mlso/vocab/ml_task_type/LexicalEntailment,https://paperswithcode.com/task/lexical-entailment,Lexical Entailment
http://w3id.org/mlso/vocab/ml_task_type/LexicalNormalization,https://paperswithcode.com/task/lexical-normalization,Lexical Normalization
http://w3id.org/mlso/vocab/ml_task_type/LexicalSimplification,https://paperswithcode.com/task/lexical-simplification,Lexical Simplification
http://w3id.org/mlso/vocab/ml_task_type/LicensePlateDetection,https://paperswithcode.com/task/license-plate-detection,License Plate Detection
http://w3id.org/mlso/vocab/ml_task_type/LicensePlateRecognition,https://paperswithcode.com/task/license-plate-recognition,License Plate Recognition
http://w3id.org/mlso/vocab/ml_task_type/LineDetection,https://paperswithcode.com/task/line-detection,Line Detection
http://w3id.org/mlso/vocab/ml_task_type/LineSegmentDetection,https://paperswithcode.com/task/line-segment-detection,Line Segment Detection
http://w3id.org/mlso/vocab/ml_task_type/LinguisticAcceptability,https://paperswithcode.com/task/linguistic-acceptability,Linguistic Acceptability
http://w3id.org/mlso/vocab/ml_task_type/LipReading,https://paperswithcode.com/task/lip-reading,Lip Reading
http://w3id.org/mlso/vocab/ml_task_type/LipReading,https://paperswithcode.com/task/lipreading,Lip Reading
http://w3id.org/mlso/vocab/ml_task_type/Lippasswordclassification,https://paperswithcode.com/task/lip-password-classification,Lip password classification
http://w3id.org/mlso/vocab/ml_task_type/LiptoSpeechSynthesis,https://paperswithcode.com/task/lip-to-speech-synthesis,Lip to Speech Synthesis
http://w3id.org/mlso/vocab/ml_task_type/LiverSegmentation,https://paperswithcode.com/task/liver-segmentation,Liver Segmentation
http://w3id.org/mlso/vocab/ml_task_type/LoadForecasting,https://paperswithcode.com/task/load-forecasting,Load Forecasting
http://w3id.org/mlso/vocab/ml_task_type/LocalColorEnhancement,https://paperswithcode.com/task/local-color-enhancement,Local Color Enhancement
http://w3id.org/mlso/vocab/ml_task_type/LocalizationInVideoForgery,https://paperswithcode.com/task/localization-in-video-forgery,Localization In Video Forgery
http://w3id.org/mlso/vocab/ml_task_type/LogoRecognition,https://paperswithcode.com/task/logo-recognition,Logo Recognition
http://w3id.org/mlso/vocab/ml_task_type/LongTermActionAnticipation,https://paperswithcode.com/task/long-term-action-anticipation,Long Term Action Anticipation
http://w3id.org/mlso/vocab/ml_task_type/LoopClosureDetection,https://paperswithcode.com/task/loop-closure-detection,Loop Closure Detection
http://w3id.org/mlso/vocab/ml_task_type/Low-DoseX-RayCtReconstruction,https://paperswithcode.com/task/low-dose-x-ray-ct-reconstruction,Low-Dose X-Ray Ct Reconstruction
http://w3id.org/mlso/vocab/ml_task_type/Low-LightImageEnhancement,https://paperswithcode.com/task/low-light-image-enhancement,Low-Light Image Enhancement
http://w3id.org/mlso/vocab/ml_task_type/LungNodule3DDetection,https://paperswithcode.com/task/lung-nodule-3d-detection,Lung Nodule 3D Detection
http://w3id.org/mlso/vocab/ml_task_type/MRIReconstruction,https://paperswithcode.com/task/mri-reconstruction,MRI Reconstruction
http://w3id.org/mlso/vocab/ml_task_type/MRIsegmentation,https://paperswithcode.com/task/mri-segmentation,MRI segmentation
http://w3id.org/mlso/vocab/ml_task_type/MULTI-VIEWLEARNING,https://paperswithcode.com/task/multi-view-learning,MULTI-VIEW LEARNING
http://w3id.org/mlso/vocab/ml_task_type/MachineReadingComprehension,https://paperswithcode.com/task/machine-reading-comprehension,Machine Reading Comprehension
http://w3id.org/mlso/vocab/ml_task_type/MaliciousDetection,https://paperswithcode.com/task/malicious-detection,Malicious Detection
http://w3id.org/mlso/vocab/ml_task_type/MalwareAnalysis,https://paperswithcode.com/task/malware-analysis,Malware Analysis
http://w3id.org/mlso/vocab/ml_task_type/MalwareClustering,https://paperswithcode.com/task/malware-clustering,Malware Clustering
http://w3id.org/mlso/vocab/ml_task_type/MalwareFamilyDetection,https://paperswithcode.com/task/malware-family-detection,Malware Family Detection
http://w3id.org/mlso/vocab/ml_task_type/MalwareTypeDetection,https://paperswithcode.com/task/malware-type-detection,Malware Type Detection
http://w3id.org/mlso/vocab/ml_task_type/MarkerlessMotionCapture,https://paperswithcode.com/task/markerless-motion-capture,Markerless Motion Capture
http://w3id.org/mlso/vocab/ml_task_type/MatchingDisparateImages,https://paperswithcode.com/task/matching-disparate-images,Matching Disparate Images
http://w3id.org/mlso/vocab/ml_task_type/MaterialClassification,https://paperswithcode.com/task/material-classification,Material Classification
http://w3id.org/mlso/vocab/ml_task_type/MaterialRecognition,https://paperswithcode.com/task/material-recognition,Material Recognition
http://w3id.org/mlso/vocab/ml_task_type/MathWordProblemSolving,https://paperswithcode.com/task/math-word-problem-solving,Math Word Problem Solving
http://w3id.org/mlso/vocab/ml_task_type/MathematicalReasoning,https://paperswithcode.com/task/mathematical-reasoning,Mathematical Reasoning
http://w3id.org/mlso/vocab/ml_task_type/MatrixCompletion,https://paperswithcode.com/task/matrix-completion,Matrix Completion
http://w3id.org/mlso/vocab/ml_task_type/Max-ShotCross-LingualImage-to-TextRetrieval,https://paperswithcode.com/task/max-shot-cross-lingual-image-to-text,Max-Shot Cross-Lingual Image-to-Text Retrieval
http://w3id.org/mlso/vocab/ml_task_type/Max-ShotCross-LingualText-to-ImageRetrieval,https://paperswithcode.com/task/max-shot-cross-lingual-text-to-image,Max-Shot Cross-Lingual Text-to-Image Retrieval
http://w3id.org/mlso/vocab/ml_task_type/MedicalConceptNormalization,https://paperswithcode.com/task/medical-concept-normalization,Medical Concept Normalization
http://w3id.org/mlso/vocab/ml_task_type/MedicalDiagnosis,https://paperswithcode.com/task/medical-diagnosis,Medical Diagnosis
http://w3id.org/mlso/vocab/ml_task_type/MedicalImageGeneration,https://paperswithcode.com/task/medical-image-generation,Medical Image Generation
http://w3id.org/mlso/vocab/ml_task_type/MedicalReportGeneration,https://paperswithcode.com/task/medical-report-generation,Medical Report Generation
http://w3id.org/mlso/vocab/ml_task_type/MeetingSummarization,https://paperswithcode.com/task/meeting-summarization,Meeting Summarization
http://w3id.org/mlso/vocab/ml_task_type/MelodyExtraction,https://paperswithcode.com/task/melody-extraction,Melody Extraction
http://w3id.org/mlso/vocab/ml_task_type/MentalWorkloadEstimation,https://paperswithcode.com/task/mental-workload-estimation,Mental Workload Estimation
http://w3id.org/mlso/vocab/ml_task_type/Meta-Learning,https://paperswithcode.com/task/meta-learning,Meta-Learning
http://w3id.org/mlso/vocab/ml_task_type/MetaReinforcementLearning,https://paperswithcode.com/task/meta-reinforcement-learning,Meta Reinforcement Learning
http://w3id.org/mlso/vocab/ml_task_type/MetaheuristicOptimization,https://paperswithcode.com/task/metaheuristic-optimization,Metaheuristic Optimization
http://w3id.org/mlso/vocab/ml_task_type/Methodnameprediction,https://paperswithcode.com/task/method-name-prediction,Method name prediction
http://w3id.org/mlso/vocab/ml_task_type/MetricLearning,https://paperswithcode.com/task/metric-learning,Metric Learning
http://w3id.org/mlso/vocab/ml_task_type/Micro-ExpressionSpotting,https://paperswithcode.com/task/micro-expression-spotting,Micro-Expression Spotting
http://w3id.org/mlso/vocab/ml_task_type/MicroExpressionRecognition,https://paperswithcode.com/task/micro-expression-recognition-1,Micro Expression Recognition
http://w3id.org/mlso/vocab/ml_task_type/MistakeDetection,https://paperswithcode.com/task/mistake-detection,Mistake Detection
http://w3id.org/mlso/vocab/ml_task_type/MobilePeriocularRecognition,https://paperswithcode.com/task/mobile-periocular-recognition,Mobile Periocular Recognition
http://w3id.org/mlso/vocab/ml_task_type/ModelCompression,https://paperswithcode.com/task/model-compression,Model Compression
http://w3id.org/mlso/vocab/ml_task_type/ModelPoisoning,https://paperswithcode.com/task/model-poisoning,Model Poisoning
http://w3id.org/mlso/vocab/ml_task_type/ModelSelection,https://paperswithcode.com/task/model-selection,Model Selection
http://w3id.org/mlso/vocab/ml_task_type/Modelextraction,https://paperswithcode.com/task/model-extraction,Model extraction
http://w3id.org/mlso/vocab/ml_task_type/MolecularGraphGeneration,https://paperswithcode.com/task/molecular-graph-generation,Molecular Graph Generation
http://w3id.org/mlso/vocab/ml_task_type/MolecularPropertyPrediction,https://paperswithcode.com/task/molecular-property-prediction,Molecular Property Prediction
http://w3id.org/mlso/vocab/ml_task_type/MolecularPropertyPrediction,https://paperswithcode.com/task/molecular-property-prediction-1-shot,Molecular Property Prediction
http://w3id.org/mlso/vocab/ml_task_type/MoleculeCaptioning,https://paperswithcode.com/task/molecule-captioning,Molecule Captioning
http://w3id.org/mlso/vocab/ml_task_type/MomentRetrieval,https://paperswithcode.com/task/moment-retrieval,Moment Retrieval
http://w3id.org/mlso/vocab/ml_task_type/MonocularCross-ViewRoadSceneParsing(Road),https://paperswithcode.com/task/monocular-cross-view-road-scene-parsing-road,Monocular Cross-View Road Scene Parsing(Road)
http://w3id.org/mlso/vocab/ml_task_type/MonocularVisualOdometry,https://paperswithcode.com/task/monocular-visual-odometry,Monocular Visual Odometry
http://w3id.org/mlso/vocab/ml_task_type/MorphemeSegmentaiton,https://paperswithcode.com/task/morpheme-segmentaiton,Morpheme Segmentaiton
http://w3id.org/mlso/vocab/ml_task_type/MorphologicalAnalysis,https://paperswithcode.com/task/morphological-analysis,Morphological Analysis
http://w3id.org/mlso/vocab/ml_task_type/MorphologicalDisambiguation,https://paperswithcode.com/task/morphological-disambiguation,Morphological Disambiguation
http://w3id.org/mlso/vocab/ml_task_type/MorphologicalInflection,https://paperswithcode.com/task/morphological-inflection,Morphological Inflection
http://w3id.org/mlso/vocab/ml_task_type/MorphologicalTagging,https://paperswithcode.com/task/morphological-tagging,Morphological Tagging
http://w3id.org/mlso/vocab/ml_task_type/MortalityPrediction,https://paperswithcode.com/task/mortality-prediction,Mortality Prediction
http://w3id.org/mlso/vocab/ml_task_type/MotionCompensation,https://paperswithcode.com/task/motion-compensation,Motion Compensation
http://w3id.org/mlso/vocab/ml_task_type/MotionDetection,https://paperswithcode.com/task/motion-detection,Motion Detection
http://w3id.org/mlso/vocab/ml_task_type/MotionDisentanglement,https://paperswithcode.com/task/motion-disentanglement,Motion Disentanglement
http://w3id.org/mlso/vocab/ml_task_type/MotionEstimation,https://paperswithcode.com/task/motion-estimation,Motion Estimation
http://w3id.org/mlso/vocab/ml_task_type/MotionForecasting,https://paperswithcode.com/task/motion-forecasting,Motion Forecasting
http://w3id.org/mlso/vocab/ml_task_type/MotionPlanning,https://paperswithcode.com/task/motion-planning,Motion Planning
http://w3id.org/mlso/vocab/ml_task_type/MotionSegmentation,https://paperswithcode.com/task/motion-segmentation,Motion Segmentation
http://w3id.org/mlso/vocab/ml_task_type/MotionSynthesis,https://paperswithcode.com/task/motion-synthesis,Motion Synthesis
http://w3id.org/mlso/vocab/ml_task_type/MovingPointCloudProcessing,https://paperswithcode.com/task/moving-point-cloud-processing,Moving Point Cloud Processing
http://w3id.org/mlso/vocab/ml_task_type/Multi-AgentPathFinding,https://paperswithcode.com/task/multi-agent-path-finding,Multi-Agent Path Finding
http://w3id.org/mlso/vocab/ml_task_type/Multi-AnimalTrackingwithidentification,https://paperswithcode.com/task/multi-animal-tracking-with-identification,Multi-Animal Tracking with identification
http://w3id.org/mlso/vocab/ml_task_type/Multi-ChoiceMRC,https://paperswithcode.com/task/multi-choice-mrc,Multi-Choice MRC
http://w3id.org/mlso/vocab/ml_task_type/Multi-GoalReinforcementLearning,https://paperswithcode.com/task/multi-goal-reinforcement-learning,Multi-Goal Reinforcement Learning
